Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Extracurricular_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Living_Arrangement,Monthly_Budget_ETB,Attendance_Rate_Percent,Stress_Level,GPA
45,8.0,3.6,6.5,2.0,2.4,Dormitory,4612.0,0.8,High,2.27
46,6.2,9.3,6.8,2.1,1.1,Dormitory,1522.0,15.3,Moderate,2.28
47,4.1,5.0,3.8,0.2,2.6,Dormitory,2628.0,50.2,High,2.29
48,9.1,4.1,5.1,0.5,0.4,Dormitory,2405.0,47.1,High,2.29
49,3.4,7.0,7.3,0.1,0.1,With Family,6176.0,21.3,High,2.29
50,3.3,8.6,6.7,3.3,2.6,Dormitory,2866.0,22.9,High,2.3
51,4.1,6.5,5.9,0.4,3.3,Dormitory,5757.0,14.6,High,2.31
52,2.6,5.7,6.0,0.2,0.4,Dormitory,6400.0,19.4,Low,2.31
53,1.2,4.2,2.6,3.0,1.7,Dormitory,3281.0,34.4,Moderate,2.31
54,8.0,6.0,7.7,0.4,0.0,Dormitory,5365.0,8.1,Moderate,2.32
55,6.4,5.8,5.5,0.5,0.4,With Family,1661.0,4.1,Low,2.32
56,1.3,4.4,1.0,2.2,2.8,With Family,2593.0,12.9,High,2.33
57,3.6,3.9,7.5,3.2,1.6,Dormitory,7348.0,20.5,High,2.33
58,4.5,8.2,6.8,2.0,1.2,Dormitory,4747.0,27.6,High,2.33
59,3.4,7.8,6.6,4.6,2.4,Dormitory,1599.0,13.9,Moderate,2.34
60,1.9,4.6,4.8,0.8,2.1,Dormitory,8886.0,14.9,High,2.34
61,4.0,9.0,6.3,1.6,1.8,Dormitory,1635.0,52.9,High,2.34
62,3.9,4.6,7.4,3.7,3.7,Dormitory,6630.0,0.1,High,2.35
63,5.8,4.1,5.4,0.8,2.1,With Family,2200.0,19.7,Moderate,2.37
64,3.7,4.1,5.9,0.4,1.3,Dormitory,6372.0,19.8,Low,2.37
65,2.0,7.1,5.2,3.3,2.0,Dormitory,3233.0,29.3,Moderate,2.38
66,4.3,5.9,4.0,2.9,0.5,Dormitory,1517.0,42.9,Moderate,2.39
67,3.6,5.2,7.8,0.1,1.8,Dormitory,6636.0,64.4,High,2.4
68,2.5,8.1,6.4,3.2,3.2,Dormitory,1804.0,14.4,Low,2.4
69,7.7,4.1,7.5,1.3,2.0,Dormitory,2607.0,41.6,Moderate,2.4
70,1.7,3.2,0.2,1.0,0.5,With Family,3845.0,9.0,Low,2.41
71,2.0,8.1,5.2,0.9,2.5,Dormitory,8016.0,4.6,High,2.41
72,3.4,5.6,7.9,3.4,0.5,Dormitory,5376.0,51.8,High,2.41
73,2.4,9.1,4.9,1.8,0.6,Dormitory,2066.0,40.3,Low,2.42
74,2.0,3.1,1.0,1.2,3.7,Dormitory,2989.0,41.1,Moderate,2.42
75,3.2,4.4,7.7,3.3,3.0,Dormitory,8299.0,6.5,High,2.42
76,4.4,5.4,5.7,0.4,1.1,Dormitory,8985.0,11.7,High,2.42
77,4.6,7.1,2.7,1.1,1.0,Dormitory,4085.0,13.1,Moderate,2.43
78,2.9,9.7,2.0,4.2,0.2,Dormitory,2204.0,20.0,High,2.43
79,3.9,3.0,0.1,1.7,0.9,Dormitory,5270.0,30.7,High,2.43
80,2.9,5.6,6.6,3.5,0.6,With Family,5278.0,18.8,High,2.43
81,1.7,3.8,5.6,4.1,1.0,Dormitory,5449.0,19.3,Low,2.44
82,1.6,5.1,2.4,0.4,3.7,Dormitory,2582.0,52.8,Moderate,2.44
83,5.4,5.6,6.9,3.3,3.6,Dormitory,2444.0,21.2,Moderate,2.44
84,3.4,4.4,6.8,3.0,0.4,With Family,2442.0,30.8,Low,2.44
85,6.0,6.2,2.4,2.6,0.3,Dormitory,2094.0,39.3,High,2.44
86,2.1,6.0,6.9,0.7,3.1,Dormitory,2726.0,56.5,Low,2.45
87,9.0,3.4,4.9,0.8,1.9,Dormitory,3444.0,15.5,Moderate,2.45
88,2.5,3.0,7.8,0.6,3.9,With Family,5905.0,24.3,Moderate,2.45
89,4.8,5.1,7.2,3.9,0.5,Dormitory,8052.0,7.8,High,2.45
90,2.6,3.0,3.3,0.4,1.4,With Family,2358.0,58.3,Moderate,2.45
91,3.1,4.6,5.2,0.4,2.6,With Family,3953.0,11.3,Low,2.45
92,1.4,3.6,0.1,1.3,1.5,Dormitory,4289.0,63.1,High,2.46
93,2.3,5.1,7.4,4.5,3.5,With Family,2181.0,40.8,High,2.46
94,1.7,7.1,5.9,2.9,3.3,Dormitory,5187.0,31.1,High,2.46
95,5.3,4.6,7.2,0.1,3.1,Dormitory,8160.0,21.6,High,2.46
96,2.9,5.9,0.3,0.8,2.3,Dormitory,5358.0,21.2,High,2.47
97,9.7,4.2,7.5,2.6,2.9,Dormitory,2806.0,6.6,Moderate,2.47
98,8.2,5.0,7.6,1.6,1.7,With Family,2565.0,7.4,Moderate,2.47
99,2.8,8.7,6.0,0.3,1.9,With Family,1985.0,21.9,Low,2.47
100,6.2,3.3,1.7,3.7,1.7,With Family,1922.0,1.5,High,2.47
101,1.9,3.1,4.8,0.5,3.3,Dormitory,7406.0,33.9,Moderate,2.47
102,5.0,4.8,6.0,0.6,1.0,Dormitory,6648.0,8.2,Low,2.48
103,3.2,6.1,7.9,1.9,0.8,With Family,2674.0,42.3,Low,2.48
104,2.2,4.7,1.4,0.6,1.4,Dormitory,3633.0,70.8,High,2.48
105,9.5,3.4,6.7,2.6,1.6,Dormitory,3633.0,27.9,High,2.48
106,5.0,4.2,1.5,1.4,1.8,With Family,1873.0,8.3,Moderate,2.48
107,2.7,4.6,5.1,1.9,1.3,With Family,6759.0,16.7,High,2.48
108,4.5,5.2,5.4,3.0,3.5,Dormitory,5595.0,10.6,High,2.48
109,1.8,3.6,0.9,2.5,0.7,Dormitory,6930.0,16.0,Moderate,2.49
110,7.9,5.2,5.7,2.6,2.0,Dormitory,2005.0,39.7,High,2.49
111,2.5,6.4,3.7,1.6,3.7,With Family,2318.0,25.8,High,2.49
112,2.8,3.4,7.1,3.7,0.1,With Family,3921.0,53.4,Moderate,2.49
113,4.0,6.2,7.0,1.7,3.8,Dormitory,7498.0,7.5,High,2.49
114,1.8,4.8,7.9,0.4,3.7,With Family,2087.0,56.1,Low,2.49
115,1.2,5.3,7.8,4.4,0.6,Dormitory,4746.0,86.3,High,2.5
116,2.1,3.4,6.7,2.2,0.4,Dormitory,5322.0,67.1,Low,2.5
117,1.0,3.8,0.6,1.9,1.3,With Family,2544.0,23.3,Low,2.51
118,6.7,5.3,4.7,4.9,0.8,Dormitory,3675.0,3.9,Moderate,2.52
119,1.7,7.2,7.5,1.9,0.1,Dormitory,9606.0,39.9,High,2.52
120,1.2,8.4,4.9,0.5,0.1,Dormitory,8126.0,10.7,Low,2.52
121,6.9,4.4,7.2,0.5,0.4,With Family,3868.0,36.2,Moderate,2.52
122,8.9,3.7,6.2,1.1,2.7,Dormitory,6219.0,5.0,High,2.52
123,1.5,6.5,7.1,2.9,2.8,Dormitory,4804.0,64.6,High,2.53
124,5.2,5.7,7.1,0.7,2.6,With Family,2078.0,67.5,High,2.53
125,1.2,6.1,3.3,2.0,3.4,With Family,3613.0,29.0,High,2.53
126,1.3,4.0,3.9,1.6,4.0,With Family,3511.0,11.9,Low,2.55
127,7.0,5.8,7.0,2.3,3.6,Dormitory,3291.0,17.3,Moderate,2.55
128,1.4,8.0,6.9,1.6,3.1,Dormitory,8706.0,17.0,High,2.55
129,5.6,4.6,5.8,0.6,0.3,Dormitory,2963.0,65.3,Low,2.55
130,7.1,4.2,6.5,2.7,0.3,Dormitory,3271.0,36.5,Low,2.55
131,3.0,4.4,0.6,2.8,0.3,Dormitory,4017.0,56.5,High,2.56
132,2.5,7.3,3.2,4.7,0.3,Dormitory,3128.0,18.9,Low,2.56
133,5.3,6.6,4.2,1.2,1.3,With Family,3796.0,23.7,High,2.56
134,3.0,7.5,3.5,3.0,1.6,Dormitory,3890.0,20.4,Moderate,2.56
135,1.4,6.5,6.0,1.5,0.6,With Family,6732.0,8.9,Low,2.57
136,3.8,5.7,7.7,2.0,3.2,Dormitory,4584.0,49.7,Moderate,2.57
137,9.3,6.1,6.8,1.9,3.3,With Family,1915.0,3.7,High,2.57
138,3.3,3.9,2.8,3.7,0.8,With Family,1725.0,60.1,High,2.57
139,4.0,9.8,6.7,1.9,3.3,Dormitory,2739.0,31.1,Moderate,2.58
140,4.9,4.7,5.2,3.2,3.3,Dormitory,3759.0,38.1,High,2.58
141,1.8,3.6,6.5,2.7,3.5,Dormitory,2390.0,74.3,Low,2.58
142,4.9,3.8,6.9,0.0,2.7,With Family,7145.0,27.4,High,2.58
143,6.0,9.4,4.9,0.6,2.4,Dormitory,5945.0,1.0,High,2.58
144,3.7,4.3,2.8,3.5,3.6,Dormitory,6368.0,0.4,High,2.58
145,3.3,3.1,3.1,4.6,0.9,Dormitory,5285.0,32.8,Moderate,2.58
146,2.4,6.9,3.0,1.5,0.7,With Family,2700.0,63.3,High,2.59
147,3.8,4.7,7.3,0.2,1.8,With Family,7809.0,21.4,Moderate,2.59
148,5.4,5.5,6.1,2.6,1.5,Dormitory,4934.0,11.7,Low,2.59
149,13.2,3.5,7.8,0.2,2.4,Dormitory,2003.0,16.9,Low,2.59
150,3.1,3.5,2.8,0.8,0.4,Dormitory,9677.0,15.5,Moderate,2.59
151,3.5,3.9,4.7,0.0,2.6,With Family,2858.0,78.9,High,2.6
152,2.7,6.3,7.9,3.1,2.4,Dormitory,7069.0,44.7,High,2.61
153,1.1,6.0,3.8,1.7,1.7,Dormitory,7611.0,12.4,Low,2.61
154,3.0,3.3,7.6,1.3,1.8,Dormitory,5295.0,90.9,Moderate,2.61
155,2.0,3.8,3.5,2.5,2.1,Dormitory,7851.0,18.4,Moderate,2.61
156,3.3,7.2,6.7,2.4,1.0,With Family,6588.0,24.1,High,2.61
157,3.2,7.9,3.7,1.1,2.3,With Family,3085.0,35.9,High,2.61
158,2.4,7.2,6.1,0.4,1.1,Dormitory,3501.0,91.6,Moderate,2.61
159,1.8,9.7,7.7,1.8,1.2,With Family,6495.0,29.6,High,2.61
160,3.4,5.4,3.2,3.4,1.1,With Family,4969.0,15.0,High,2.62
161,3.8,4.7,3.0,0.0,1.4,With Family,6087.0,13.1,Moderate,2.62
162,1.5,3.1,2.0,2.4,0.9,With Family,7169.0,28.8,High,2.62
163,4.4,7.4,7.0,4.7,3.5,Dormitory,3321.0,16.1,Moderate,2.63
164,4.9,8.3,4.4,0.4,1.6,With Family,3792.0,27.2,High,2.63
165,8.7,3.6,6.7,0.5,0.7,Dormitory,1889.0,70.0,Low,2.63
166,1.7,8.3,4.8,2.1,1.8,Dormitory,4470.0,30.1,Low,2.63
167,4.3,4.5,5.6,0.1,2.4,Dormitory,4791.0,86.3,High,2.64
168,2.8,5.0,0.4,0.8,2.3,With Family,1977.0,38.5,Moderate,2.64
169,10.8,4.6,5.1,3.3,2.6,Dormitory,3067.0,9.5,High,2.64
170,5.0,3.0,7.0,1.6,3.7,Dormitory,3223.0,73.5,Moderate,2.64
171,6.7,4.4,6.6,1.2,1.6,With Family,5585.0,24.2,High,2.64
172,9.8,3.2,4.4,4.4,1.7,Dormitory,2935.0,6.7,Moderate,2.65
173,1.8,3.9,3.6,3.4,0.3,Dormitory,9515.0,33.5,High,2.65
174,1.0,4.7,5.9,3.2,2.2,Dormitory,7547.0,23.1,Low,2.65
175,5.2,8.4,1.1,3.0,1.3,Dormitory,2575.0,5.2,Moderate,2.65
176,3.1,8.4,0.9,2.6,1.9,With Family,2044.0,2.6,Moderate,2.65
177,7.8,9.3,5.7,0.2,1.1,With Family,3932.0,10.9,High,2.65
178,8.9,6.9,7.9,0.7,1.0,Dormitory,3535.0,26.6,Low,2.65
179,4.4,5.5,6.0,1.0,3.9,Dormitory,1662.0,96.8,High,2.65
180,1.5,4.4,2.9,0.2,3.2,Dormitory,5789.0,56.8,Moderate,2.65
181,9.4,3.2,5.6,4.4,1.4,Dormitory,2719.0,43.6,High,2.65
182,4.9,6.9,7.5,3.1,1.1,Dormitory,6601.0,19.1,Moderate,2.66
183,7.1,4.2,3.4,0.5,0.4,Dormitory,2657.0,52.8,Low,2.66
184,2.0,7.1,4.9,3.9,0.0,Dormitory,8562.0,8.8,Moderate,2.66
185,3.2,5.3,4.9,3.4,2.4,Dormitory,5417.0,28.3,Moderate,2.66
186,1.9,7.5,2.1,0.1,0.6,Dormitory,8314.0,3.3,Low,2.66
187,4.6,8.4,2.4,0.6,2.3,Dormitory,4411.0,37.3,High,2.67
188,1.8,3.6,7.4,4.7,3.0,Dormitory,5994.0,49.4,Moderate,2.67
189,11.0,4.7,7.2,1.2,0.5,Dormitory,4988.0,3.8,Low,2.67
190,3.7,6.3,6.1,0.9,0.5,Dormitory,8896.0,9.2,Low,2.67
191,7.9,6.2,6.4,1.0,0.4,Dormitory,4787.0,44.6,Moderate,2.67
192,1.3,6.8,6.4,2.0,0.3,With Family,4182.0,71.9,Moderate,2.67
193,8.7,3.7,7.1,1.5,2.0,With Family,4498.0,9.5,Moderate,2.67
194,3.8,8.8,7.3,4.3,0.2,Dormitory,4943.0,29.7,Moderate,2.67
195,3.0,6.8,7.1,3.8,2.5,Dormitory,8063.0,2.8,Moderate,2.67
196,3.9,5.4,3.6,3.1,0.1,Dormitory,6446.0,45.7,High,2.67
197,3.4,7.5,6.0,4.3,2.7,Dormitory,6269.0,22.2,High,2.68
198,4.1,5.2,1.6,2.2,0.4,With Family,5094.0,10.3,Moderate,2.68
199,12.5,3.5,3.1,2.0,2.1,Dormitory,2761.0,11.4,High,2.68
200,1.2,3.5,1.6,0.3,3.6,Dormitory,6710.0,58.0,High,2.68
201,5.7,7.6,1.8,2.1,2.2,Dormitory,4658.0,8.8,High,2.68
202,3.4,4.9,4.9,1.3,3.9,Dormitory,2179.0,82.6,Moderate,2.68
203,1.4,8.6,0.9,1.1,3.0,Dormitory,3079.0,48.2,Moderate,2.68
204,4.6,4.1,0.9,2.3,4.0,Dormitory,5709.0,8.4,High,2.68
205,4.9,5.5,1.5,3.0,3.1,Dormitory,2506.0,41.2,High,2.69
206,1.9,8.2,6.1,2.7,0.8,With Family,1531.0,97.0,High,2.69
207,4.1,4.8,3.4,3.5,0.7,Dormitory,6115.0,6.0,Low,2.69
208,8.1,5.1,4.6,2.2,0.6,Dormitory,4824.0,0.7,Low,2.69
209,7.1,3.0,7.4,0.1,0.5,With Family,2017.0,72.6,Low,2.69
210,4.8,9.5,6.4,1.2,1.4,Dormitory,4594.0,37.7,Moderate,2.7
211,1.6,5.0,5.4,2.9,2.4,With Family,5982.0,43.6,High,2.7
212,2.1,9.9,4.7,0.6,3.4,Dormitory,5362.0,12.7,Low,2.7
213,3.1,7.1,1.5,3.0,0.1,With Family,1539.0,25.0,Low,2.7
214,5.2,5.3,4.1,2.5,1.4,With Family,4425.0,11.8,Moderate,2.7
215,2.8,5.2,8.0,5.0,3.9,With Family,2468.0,17.5,Low,2.7
216,9.1,4.0,1.9,3.1,3.8,Dormitory,1807.0,18.1,High,2.7
217,9.7,8.3,1.4,0.4,0.6,Dormitory,2161.0,27.0,High,2.7
218,1.4,6.7,3.5,2.2,2.3,With Family,3024.0,45.6,Moderate,2.7
219,1.6,7.4,7.7,1.4,3.4,Dormitory,5841.0,80.4,High,2.7
220,3.4,3.3,5.6,2.1,4.0,With Family,2022.0,42.4,Low,2.71
221,2.3,5.0,4.8,2.7,1.0,With Family,9269.0,6.4,High,2.71
222,3.8,9.3,7.6,2.6,0.6,Dormitory,4251.0,62.0,Moderate,2.71
223,8.5,8.2,4.3,3.4,1.0,Dormitory,3022.0,3.7,Moderate,2.71
224,2.7,6.1,5.6,4.7,0.1,With Family,7035.0,17.3,High,2.71
225,2.7,4.9,1.9,1.5,2.1,With Family,1969.0,34.2,Low,2.71
226,6.7,4.5,4.3,1.7,1.9,Dormitory,4856.0,12.9,Low,2.72
227,7.5,9.4,3.6,1.1,1.8,With Family,2046.0,16.1,High,2.72
228,8.4,3.6,1.0,1.9,2.3,Dormitory,4879.0,11.4,High,2.73
229,6.1,3.4,5.7,4.5,1.0,With Family,2855.0,16.3,Low,2.73
230,1.1,8.7,5.9,0.8,2.1,Dormitory,6497.0,38.2,Low,2.73
231,3.9,4.4,7.2,0.7,0.3,With Family,4844.0,83.4,Moderate,2.73
232,4.0,6.2,5.1,3.6,1.2,With Family,1933.0,30.3,Low,2.73
233,5.3,5.9,5.4,1.6,3.3,Dormitory,5080.0,12.2,Low,2.73
234,2.7,8.7,3.8,3.5,2.1,Dormitory,5417.0,31.4,High,2.73
235,5.0,6.8,7.7,0.9,0.8,Dormitory,3002.0,80.7,Low,2.73
236,9.5,7.5,3.0,0.8,2.8,Dormitory,3573.0,9.3,High,2.73
237,9.1,6.5,7.3,0.6,0.4,Dormitory,9967.0,1.2,High,2.74
238,9.9,4.7,7.2,0.3,0.6,Dormitory,9600.0,9.7,High,2.74
239,1.1,9.9,6.2,3.8,0.2,With Family,3438.0,67.7,High,2.74
240,2.1,9.2,2.5,1.8,1.9,With Family,2956.0,9.1,Low,2.74
241,5.1,5.2,7.6,0.3,1.7,Dormitory,4257.0,99.9,Moderate,2.75
242,5.3,7.5,4.2,2.8,3.8,Dormitory,5852.0,4.4,High,2.75
243,12.8,7.9,7.7,0.4,0.2,Dormitory,1829.0,66.7,High,2.75
244,3.1,5.9,4.5,1.6,3.8,Dormitory,2036.0,62.2,Low,2.75
245,5.2,7.1,0.7,3.5,1.6,Dormitory,1843.0,28.7,Moderate,2.75
246,4.0,5.1,6.3,2.4,0.5,With Family,4759.0,53.5,Moderate,2.75
247,1.1,3.1,2.7,4.8,3.0,Dormitory,5769.0,51.5,High,2.75
248,4.5,5.6,6.4,1.5,2.0,Dormitory,5343.0,77.9,High,2.75
249,4.0,6.6,2.2,0.1,0.3,Dormitory,6047.0,69.7,High,2.76
250,5.0,6.3,5.2,2.9,1.6,With Family,4930.0,27.1,High,2.76
251,1.3,3.2,3.7,1.3,0.1,Dormitory,8624.0,92.6,High,2.76
252,8.0,9.8,2.7,0.9,0.1,Dormitory,6068.0,4.6,High,2.76
253,5.5,6.5,5.3,0.5,0.2,Dormitory,5844.0,62.7,Moderate,2.76
254,4.8,9.4,6.6,0.4,0.9,Dormitory,4947.0,40.1,Low,2.76
255,6.7,6.2,0.9,0.7,3.9,Dormitory,3185.0,34.3,High,2.76
256,1.2,7.7,3.3,1.2,2.6,Dormitory,3872.0,93.0,High,2.76
257,2.7,6.1,7.0,3.4,3.8,With Family,4926.0,42.1,High,2.76
258,1.8,3.6,2.6,1.3,2.5,Dormitory,9064.0,44.6,High,2.76
259,7.0,4.1,1.3,1.8,2.2,Dormitory,1781.0,30.2,Low,2.77
260,3.3,7.5,2.8,0.9,1.3,Dormitory,7414.0,39.3,High,2.77
261,3.2,9.6,6.3,2.5,0.2,Dormitory,9326.0,5.9,Moderate,2.77
262,2.4,5.2,2.6,2.9,0.2,With Family,8384.0,15.3,High,2.77
263,4.2,3.8,1.4,1.5,1.0,Dormitory,2522.0,87.1,Moderate,2.77
264,2.8,4.3,2.0,4.3,2.7,With Family,4523.0,0.5,Moderate,2.77
265,4.2,5.8,7.4,4.6,1.4,With Family,6828.0,19.0,High,2.78
266,8.6,9.4,7.9,2.6,0.4,Dormitory,3875.0,35.5,Moderate,2.78
267,4.4,3.7,3.3,3.2,0.5,Dormitory,6569.0,39.7,Moderate,2.78
268,5.8,3.7,3.8,0.5,2.8,With Family,1606.0,39.3,Low,2.78
269,2.6,6.7,5.3,2.7,1.1,Dormitory,3692.0,65.0,Low,2.78
270,1.1,6.4,3.9,3.7,2.4,With Family,5704.0,12.2,Moderate,2.78
271,5.3,3.4,1.8,1.4,0.8,Dormitory,4569.0,63.0,Moderate,2.78
272,6.8,5.6,6.8,0.5,3.7,With Family,2615.0,20.2,Low,2.78
273,4.1,9.6,2.8,5.0,1.8,Dormitory,3537.0,21.5,High,2.78
274,6.2,4.8,4.0,1.1,3.5,Dormitory,5557.0,25.4,Moderate,2.79
275,9.2,4.3,4.6,2.8,0.7,Dormitory,4247.0,11.4,Low,2.79
276,8.2,4.3,6.3,4.8,0.9,Dormitory,2210.0,35.2,Low,2.79
277,6.1,6.0,3.3,3.3,3.3,With Family,2596.0,12.3,High,2.79
278,8.3,3.5,0.9,1.6,2.7,Dormitory,1581.0,28.4,Low,2.79
279,3.1,6.9,6.9,0.8,2.6,With Family,2838.0,94.6,High,2.79
280,5.6,4.1,4.4,2.0,2.5,Dormitory,7755.0,29.6,High,2.8
281,2.2,10.0,5.8,4.5,1.4,With Family,3935.0,32.0,High,2.8
282,2.3,3.7,1.8,1.1,2.9,With Family,4679.0,56.8,High,2.8
283,5.9,3.5,0.7,0.5,0.8,Dormitory,5997.0,61.5,High,2.8
284,1.5,3.3,0.0,0.9,0.8,Dormitory,3652.0,84.1,Low,2.8
285,1.4,9.8,5.6,2.3,3.1,With Family,3853.0,27.7,Moderate,2.8
286,5.5,7.9,4.1,1.4,0.2,With Family,3385.0,35.8,Moderate,2.8
287,4.8,8.9,7.2,0.3,1.4,Dormitory,8327.0,44.2,High,2.81
288,11.2,3.9,4.1,0.5,1.1,With Family,2937.0,13.4,Moderate,2.81
289,5.0,4.6,4.0,0.9,2.7,Dormitory,2444.0,93.9,Moderate,2.81
290,9.7,3.4,1.3,0.6,0.8,With Family,2315.0,19.8,Moderate,2.81
291,8.1,9.1,7.8,2.5,0.6,With Family,4646.0,0.2,Moderate,2.81
292,3.5,7.0,4.6,4.3,1.1,Dormitory,2182.0,93.1,High,2.81
293,8.1,6.5,4.6,1.0,1.7,With Family,4129.0,23.5,High,2.81
294,10.7,6.0,5.9,0.4,0.6,With Family,1822.0,59.2,High,2.81
295,1.5,6.5,5.7,2.9,0.6,Dormitory,6056.0,76.9,Moderate,2.82
296,9.6,6.9,6.2,0.3,2.8,Dormitory,4151.0,46.2,High,2.82
297,7.0,3.3,7.2,4.1,3.6,Dormitory,2348.0,48.6,Low,2.82
298,7.8,4.1,4.5,3.5,2.6,Dormitory,5818.0,3.8,Moderate,2.82
299,2.7,6.6,4.6,0.5,0.4,Dormitory,8526.0,69.1,High,2.82
300,7.4,3.2,5.7,3.9,3.8,Dormitory,3846.0,10.3,Low,2.82
301,5.3,3.6,6.8,1.3,2.1,Dormitory,6050.0,91.5,High,2.82
302,8.6,4.1,4.2,0.7,0.6,With Family,5806.0,10.9,Moderate,2.82
303,12.0,6.4,6.5,0.9,2.6,Dormitory,2758.0,7.0,Low,2.82
304,4.0,3.5,2.1,2.6,0.7,Dormitory,4876.0,67.3,Moderate,2.82
305,6.8,8.0,7.4,0.4,3.3,With Family,5122.0,25.2,High,2.83
306,2.9,4.3,6.0,4.9,4.0,Dormitory,3525.0,82.4,High,2.83
307,6.1,4.2,2.7,0.2,1.7,With Family,5070.0,43.6,High,2.83
308,13.1,3.1,7.7,0.5,2.3,With Family,1534.0,54.7,High,2.83
309,12.0,7.6,7.3,2.6,0.1,Dormitory,1632.0,55.3,High,2.83
310,2.6,9.8,4.3,0.7,1.2,Dormitory,2689.0,74.7,Low,2.83
311,4.6,3.8,5.3,3.9,0.0,With Family,6286.0,5.2,Low,2.83
312,3.8,5.2,1.7,3.2,0.6,Dormitory,2077.0,84.8,Moderate,2.83
313,5.3,5.7,5.0,2.3,1.5,With Family,2696.0,71.2,High,2.84
314,12.1,5.4,6.4,0.2,1.0,Dormitory,1592.0,46.6,Low,2.84
315,9.3,7.9,7.7,3.0,0.9,With Family,4242.0,10.2,High,2.84
316,5.2,5.5,7.4,3.4,3.1,Dormitory,5278.0,47.6,Moderate,2.84
